MANAGERDOMAIN=bloxdigital.com

#ADS.TXT File
#CitySpark
google.com, pub-4258145870407398, DIRECT, f08c47fec0942fa0
#v1.0 12-01-2017 (paid recs)
#Outbrain
Outbrain.com, 009f57a4fb6bcd9cc22af7f56180a6a668, DIRECT
#Connatix
Connatix.com, 102260, DIRECT
#taboola
taboola.com,1049,DIRECT,c228e6794e811952 
taboola.com,1049,RESELLER,c228e6794e811952
taboola.com,1050,DIRECT,c228e6794e811952 
taboola.com,1050,RESELLER,c228e6794e811952
taboola.com,1051,DIRECT,c228e6794e811952 
taboola.com,1051,RESELLER,c228e6794e811952
taboola.com,1052,DIRECT,c228e6794e811952 
taboola.com,1052,RESELLER,c228e6794e811952
taboola.com,1053,DIRECT,c228e6794e811952 
taboola.com,1053,RESELLER,c228e6794e811952
taboola.com,1054,DIRECT,c228e6794e811952 
taboola.com,1054,RESELLER,c228e6794e811952
taboola.com,1055,DIRECT,c228e6794e811952 
taboola.com,1055,RESELLER,c228e6794e811952
taboola.com,1056,DIRECT,c228e6794e811952 
taboola.com,1056,RESELLER,c228e6794e811952
taboola.com,1057,DIRECT,c228e6794e811952 
taboola.com,1057,RESELLER,c228e6794e811952
taboola.com,1058,DIRECT,c228e6794e811952 
taboola.com,1058,RESELLER,c228e6794e811952
taboola.com,1059,DIRECT,c228e6794e811952 
taboola.com,1059,RESELLER,c228e6794e811952
taboola.com,1060,DIRECT,c228e6794e811952 
taboola.com,1060,RESELLER,c228e6794e811952
taboola.com,1061,DIRECT,c228e6794e811952 
taboola.com,1061,RESELLER,c228e6794e811952
taboola.com,1062,DIRECT,c228e6794e811952 
taboola.com,1062,RESELLER,c228e6794e811952
taboola.com,1063,DIRECT,c228e6794e811952 
taboola.com,1063,RESELLER,c228e6794e811952
taboola.com,1064,DIRECT,c228e6794e811952 
taboola.com,1064,RESELLER,c228e6794e811952
taboola.com,1065,DIRECT,c228e6794e811952 
taboola.com,1065,RESELLER,c228e6794e811952
taboola.com,1066,DIRECT,c228e6794e811952 
taboola.com,1066,RESELLER,c228e6794e811952
taboola.com,1067,DIRECT,c228e6794e811952 
taboola.com,1067,RESELLER,c228e6794e811952
taboola.com,1068,DIRECT,c228e6794e811952 
taboola.com,1068,RESELLER,c228e6794e811952
taboola.com,1069,DIRECT,c228e6794e811952 
taboola.com,1069,RESELLER,c228e6794e811952
taboola.com,1070,DIRECT,c228e6794e811952 
taboola.com,1070,RESELLER,c228e6794e811952
taboola.com,1071,DIRECT,c228e6794e811952 
taboola.com,1071,RESELLER,c228e6794e811952
taboola.com,1072,DIRECT,c228e6794e811952 
taboola.com,1072,RESELLER,c228e6794e811952
taboola.com,1073,DIRECT,c228e6794e811952 
taboola.com,1073,RESELLER,c228e6794e811952
taboola.com,1074,DIRECT,c228e6794e811952 
taboola.com,1074,RESELLER,c228e6794e811952
taboola.com,1075,DIRECT,c228e6794e811952 
taboola.com,1075,RESELLER,c228e6794e811952
taboola.com,1076,DIRECT,c228e6794e811952 
taboola.com,1076,RESELLER,c228e6794e811952
taboola.com,1079,DIRECT,c228e6794e811952 
taboola.com,1079,RESELLER,c228e6794e811952
taboola.com,1091,DIRECT,c228e6794e811952 
taboola.com,1091,RESELLER,c228e6794e811952
taboola.com,1096,DIRECT,c228e6794e811952 
taboola.com,1096,RESELLER,c228e6794e811952
taboola.com,1097,DIRECT,c228e6794e811952 
taboola.com,1097,RESELLER,c228e6794e811952
taboola.com,1098,DIRECT,c228e6794e811952 
taboola.com,1098,RESELLER,c228e6794e811952
taboola.com,1099,DIRECT,c228e6794e811952 
taboola.com,1099,RESELLER,c228e6794e811952
taboola.com,1100,DIRECT,c228e6794e811952 
taboola.com,1100,RESELLER,c228e6794e811952
taboola.com,1101,DIRECT,c228e6794e811952 
taboola.com,1101,RESELLER,c228e6794e811952
taboola.com,1108,DIRECT,c228e6794e811952 
taboola.com,1108,RESELLER,c228e6794e811952
taboola.com,1111,DIRECT,c228e6794e811952 
taboola.com,1111,RESELLER,c228e6794e811952
taboola.com,1112,DIRECT,c228e6794e811952 
taboola.com,1112,RESELLER,c228e6794e811952
taboola.com,1113,DIRECT,c228e6794e811952 
taboola.com,1113,RESELLER,c228e6794e811952
taboola.com,1114,DIRECT,c228e6794e811952 
taboola.com,1114,RESELLER,c228e6794e811952
taboola.com,1115,DIRECT,c228e6794e811952 
taboola.com,1115,RESELLER,c228e6794e811952
