google.com, pub-8869351747278762, DIRECT, f08c47fec0942fa0
rubiconproject.com, 22884, DIRECT, 0bfd66d529a55807
openx.com, 557080623, DIRECT, 6a698e2ec38604c6
facebook.com, 327547482776503, RESELLER, c3e20eee3f780d68
facebook.com, 418618770095858, RESELLER, c3e20eee3f780d68
facebook.com, 1154963241742582, RESELLER, c3e20eee3f780d68
facebook.com, 385457596703834, RESELLER, c3e20eee3f780d68
smartadserver.com, 4194-OB, RESELLER, 060d053dcf45cbf3
smartadserver.com, 4194, RESELLER, 060d053dcf45cbf3
